Days_Count,population,Area,Density,count
3,5,7.5,0.6666666666666666,26
4,5,7.5,0.6666666666666666,44
5,5,7.5,0.6666666666666666,62
6,4,7.5,0.5333333333333333,77
7,4,7.5,0.5333333333333333,91
8,4,7.5,0.5333333333333333,112
9,3,7.5,0.4,126
10,3,7.5,0.4,139
11,3,7.5,0.4,151
12,3,7.5,0.4,165
13,3,7.5,0.4,173
14,3,7.5,0.4,184
15,3,7.5,0.4,196
16,3,7.5,0.4,203
17,3,7.5,0.4,206
18,3,7.5,0.4,206
19,2,7.5,0.26666666666666666,211
20,2,7.5,0.26666666666666666,214
21,2,7.5,0.26666666666666666,216
22,2,7.5,0.26666666666666666,217
23,1,7.5,0.13333333333333333,218
24,1,7.5,0.13333333333333333,218
25,1,7.5,0.13333333333333333,218
1,5,7.5,0.6666666666666666,10
2,5,7.5,0.6666666666666666,25
3,5,7.5,0.6666666666666666,42
4,5,7.5,0.6666666666666666,63
5,5,7.5,0.6666666666666666,88
6,5,7.5,0.6666666666666666,112
7,4,7.5,0.5333333333333333,130
8,4,7.5,0.5333333333333333,159
9,4,7.5,0.5333333333333333,183
10,4,7.5,0.5333333333333333,197
11,3,7.5,0.4,213
12,3,7.5,0.4,231
13,3,7.5,0.4,243
14,3,7.5,0.4,245
15,2,7.5,0.26666666666666666,249
16,2,7.5,0.26666666666666666,250
17,2,7.5,0.26666666666666666,254
18,2,7.5,0.26666666666666666,258
19,2,7.5,0.26666666666666666,264
20,2,7.5,0.26666666666666666,272
21,2,7.5,0.26666666666666666,277
22,2,7.5,0.26666666666666666,278
23,2,7.5,0.26666666666666666,279
24,2,7.5,0.26666666666666666,279
1,5,7.5,0.6666666666666666,6
2,5,7.5,0.6666666666666666,23
3,5,7.5,0.6666666666666666,48
4,5,7.5,0.6666666666666666,73
5,5,7.5,0.6666666666666666,100
6,5,7.5,0.6666666666666666,137
7,5,7.5,0.6666666666666666,165
8,4,7.5,0.5333333333333333,184
9,4,7.5,0.5333333333333333,192
10,4,7.5,0.5333333333333333,192
11,4,7.5,0.5333333333333333,197
12,3,7.5,0.4,201
13,3,7.5,0.4,201
14,3,7.5,0.4,203
15,3,7.5,0.4,203
16,3,7.5,0.4,206
17,2,7.5,0.26666666666666666,211
18,2,7.5,0.26666666666666666,212
19,1,7.5,0.13333333333333333,213
20,1,7.5,0.13333333333333333,213
1,5,7.5,0.6666666666666666,15
2,5,7.5,0.6666666666666666,39
3,5,7.5,0.6666666666666666,70
4,5,7.5,0.6666666666666666,105
5,5,7.5,0.6666666666666666,139
6,5,7.5,0.6666666666666666,167
7,5,7.5,0.6666666666666666,192
8,5,7.5,0.6666666666666666,220
9,3,7.5,0.4,241
10,3,7.5,0.4,256
11,3,7.5,0.4,267
12,3,7.5,0.4,272
13,3,7.5,0.4,277
14,2,7.5,0.26666666666666666,281
15,2,7.5,0.26666666666666666,283
16,2,7.5,0.26666666666666666,287
17,2,7.5,0.26666666666666666,292
18,2,7.5,0.26666666666666666,293
19,2,7.5,0.26666666666666666,298
20,2,7.5,0.26666666666666666,301
21,2,7.5,0.26666666666666666,303
22,2,7.5,0.26666666666666666,303
1,5,7.5,0.6666666666666666,6
2,5,7.5,0.6666666666666666,22
3,5,7.5,0.6666666666666666,54
4,5,7.5,0.6666666666666666,82
5,4,7.5,0.5333333333333333,107
6,4,7.5,0.5333333333333333,137
7,4,7.5,0.5333333333333333,165
8,4,7.5,0.5333333333333333,199
9,4,7.5,0.5333333333333333,227
10,4,7.5,0.5333333333333333,257
11,3,7.5,0.4,284
12,3,7.5,0.4,300
13,3,7.5,0.4,313
14,3,7.5,0.4,324
15,3,7.5,0.4,326
16,2,7.5,0.26666666666666666,331
17,2,7.5,0.26666666666666666,332
18,2,7.5,0.26666666666666666,336
19,1,7.5,0.13333333333333333,337
1,5,7.5,0.6666666666666666,7
2,5,7.5,0.6666666666666666,17
3,5,7.5,0.6666666666666666,28
4,5,7.5,0.6666666666666666,53
5,5,7.5,0.6666666666666666,71
6,5,7.5,0.6666666666666666,91
7,5,7.5,0.6666666666666666,122
8,5,7.5,0.6666666666666666,149
9,5,7.5,0.6666666666666666,167
10,3,7.5,0.4,174
11,2,7.5,0.26666666666666666,179
12,2,7.5,0.26666666666666666,183
13,2,7.5,0.26666666666666666,185
14,2,7.5,0.26666666666666666,186
15,1,7.5,0.13333333333333333,188
16,1,7.5,0.13333333333333333,189
17,1,7.5,0.13333333333333333,190
18,1,7.5,0.13333333333333333,192
19,1,7.5,0.13333333333333333,193
20,1,7.5,0.13333333333333333,193
21,1,7.5,0.13333333333333333,195
1,5,7.5,0.6666666666666666,11
2,5,7.5,0.6666666666666666,29
3,5,7.5,0.6666666666666666,46
4,5,7.5,0.6666666666666666,62
5,5,7.5,0.6666666666666666,79
6,5,7.5,0.6666666666666666,95
7,5,7.5,0.6666666666666666,105
8,4,7.5,0.5333333333333333,116
9,4,7.5,0.5333333333333333,126
10,4,7.5,0.5333333333333333,133
11,3,7.5,0.4,142
12,3,7.5,0.4,143
13,3,7.5,0.4,149
14,3,7.5,0.4,158
15,3,7.5,0.4,163
16,2,7.5,0.26666666666666666,167
17,1,7.5,0.13333333333333333,170
18,1,7.5,0.13333333333333333,172
19,1,7.5,0.13333333333333333,173
20,1,7.5,0.13333333333333333,173
21,1,7.5,0.13333333333333333,174
22,1,7.5,0.13333333333333333,174
23,1,7.5,0.13333333333333333,176
24,1,7.5,0.13333333333333333,177
1,5,7.5,0.6666666666666666,5
2,5,7.5,0.6666666666666666,17
3,5,7.5,0.6666666666666666,31
4,5,7.5,0.6666666666666666,50
5,5,7.5,0.6666666666666666,67
6,4,7.5,0.5333333333333333,81
7,4,7.5,0.5333333333333333,95
8,4,7.5,0.5333333333333333,117
9,3,7.5,0.4,132
10,3,7.5,0.4,145
11,3,7.5,0.4,158
12,3,7.5,0.4,172
13,3,7.5,0.4,177
14,3,7.5,0.4,187
15,3,7.5,0.4,199
16,3,7.5,0.4,208
17,3,7.5,0.4,212
18,3,7.5,0.4,213
19,2,7.5,0.26666666666666666,218
20,2,7.5,0.26666666666666666,221
21,2,7.5,0.26666666666666666,224
22,2,7.5,0.26666666666666666,227
23,1,7.5,0.13333333333333333,228
24,1,7.5,0.13333333333333333,229
25,1,7.5,0.13333333333333333,229
1,5,7.5,0.6666666666666666,6
2,5,7.5,0.6666666666666666,23
3,5,7.5,0.6666666666666666,49
4,5,7.5,0.6666666666666666,74
5,5,7.5,0.6666666666666666,103
6,5,7.5,0.6666666666666666,136
7,5,7.5,0.6666666666666666,164
8,4,7.5,0.5333333333333333,182
9,4,7.5,0.5333333333333333,189
10,4,7.5,0.5333333333333333,190
11,4,7.5,0.5333333333333333,194
12,3,7.5,0.4,197
13,3,7.5,0.4,198
14,3,7.5,0.4,200
15,3,7.5,0.4,200
16,3,7.5,0.4,204
17,2,7.5,0.26666666666666666,208
18,2,7.5,0.26666666666666666,209
19,1,7.5,0.13333333333333333,209
20,1,7.5,0.13333333333333333,209
1,5,7.5,0.6666666666666666,11
2,5,7.5,0.6666666666666666,29
3,5,7.5,0.6666666666666666,46
4,5,7.5,0.6666666666666666,70
5,5,7.5,0.6666666666666666,94
6,5,7.5,0.6666666666666666,116
7,4,7.5,0.5333333333333333,132
8,4,7.5,0.5333333333333333,163
9,4,7.5,0.5333333333333333,184
10,4,7.5,0.5333333333333333,199
11,3,7.5,0.4,215
12,3,7.5,0.4,234
13,3,7.5,0.4,247
14,3,7.5,0.4,250
15,2,7.5,0.26666666666666666,254
16,2,7.5,0.26666666666666666,254
17,2,7.5,0.26666666666666666,260
18,2,7.5,0.26666666666666666,262
19,2,7.5,0.26666666666666666,266
20,2,7.5,0.26666666666666666,270
21,2,7.5,0.26666666666666666,274
22,2,7.5,0.26666666666666666,275
23,2,7.5,0.26666666666666666,275
24,2,7.5,0.26666666666666666,275
1,5,7.5,0.6666666666666666,11
2,5,7.5,0.6666666666666666,41
3,5,7.5,0.6666666666666666,75
4,5,7.5,0.6666666666666666,107
5,5,7.5,0.6666666666666666,136
6,5,7.5,0.6666666666666666,154
7,5,7.5,0.6666666666666666,179
8,5,7.5,0.6666666666666666,208
9,3,7.5,0.4,229
10,3,7.5,0.4,246
11,3,7.5,0.4,257
12,3,7.5,0.4,259
13,3,7.5,0.4,264
14,2,7.5,0.26666666666666666,268
15,2,7.5,0.26666666666666666,271
16,2,7.5,0.26666666666666666,275
17,2,7.5,0.26666666666666666,281
18,2,7.5,0.26666666666666666,282
19,2,7.5,0.26666666666666666,285
20,2,7.5,0.26666666666666666,287
21,2,7.5,0.26666666666666666,288
22,2,7.5,0.26666666666666666,288
1,5,7.5,0.6666666666666666,5
2,5,7.5,0.6666666666666666,23
3,5,7.5,0.6666666666666666,45
4,4,7.5,0.5333333333333333,80
5,4,7.5,0.5333333333333333,109
6,4,7.5,0.5333333333333333,136
7,4,7.5,0.5333333333333333,152
8,4,7.5,0.5333333333333333,176
9,4,7.5,0.5333333333333333,204
10,4,7.5,0.5333333333333333,234
11,4,7.5,0.5333333333333333,250
12,4,7.5,0.5333333333333333,259
13,4,7.5,0.5333333333333333,267
14,3,7.5,0.4,272
15,3,7.5,0.4,276
16,2,7.5,0.26666666666666666,279
17,2,7.5,0.26666666666666666,282
18,2,7.5,0.26666666666666666,283
19,2,7.5,0.26666666666666666,284
20,1,7.5,0.13333333333333333,284
1,5,7.5,0.6666666666666666,12
2,5,7.5,0.6666666666666666,36
3,5,7.5,0.6666666666666666,57
4,5,7.5,0.6666666666666666,74
5,5,7.5,0.6666666666666666,89
6,5,7.5,0.6666666666666666,105
7,5,7.5,0.6666666666666666,115
8,4,7.5,0.5333333333333333,125
9,4,7.5,0.5333333333333333,134
10,4,7.5,0.5333333333333333,142
11,3,7.5,0.4,148
12,3,7.5,0.4,150
13,3,7.5,0.4,154
14,3,7.5,0.4,162
15,3,7.5,0.4,165
16,2,7.5,0.26666666666666666,169
17,1,7.5,0.13333333333333333,172
18,1,7.5,0.13333333333333333,174
19,1,7.5,0.13333333333333333,175
20,1,7.5,0.13333333333333333,176
21,1,7.5,0.13333333333333333,178
22,1,7.5,0.13333333333333333,178
23,1,7.5,0.13333333333333333,180
24,1,7.5,0.13333333333333333,181
1,5,7.5,0.6666666666666666,3
2,5,7.5,0.6666666666666666,12
3,5,7.5,0.6666666666666666,23
4,5,7.5,0.6666666666666666,48
5,5,7.5,0.6666666666666666,68
6,5,7.5,0.6666666666666666,89
7,5,7.5,0.6666666666666666,119
8,5,7.5,0.6666666666666666,144
9,5,7.5,0.6666666666666666,162
10,3,7.5,0.4,168
11,2,7.5,0.26666666666666666,175
12,2,7.5,0.26666666666666666,180
13,2,7.5,0.26666666666666666,181
14,2,7.5,0.26666666666666666,183
15,1,7.5,0.13333333333333333,186
16,1,7.5,0.13333333333333333,189
17,1,7.5,0.13333333333333333,189
18,1,7.5,0.13333333333333333,191
19,1,7.5,0.13333333333333333,192
20,1,7.5,0.13333333333333333,192
21,1,7.5,0.13333333333333333,192
1,5,7.5,0.6666666666666666,8
2,5,7.5,0.6666666666666666,22
3,5,7.5,0.6666666666666666,38
4,5,7.5,0.6666666666666666,61
5,5,7.5,0.6666666666666666,82
6,5,7.5,0.6666666666666666,105
7,4,7.5,0.5333333333333333,124
8,4,7.5,0.5333333333333333,151
9,4,7.5,0.5333333333333333,175
10,4,7.5,0.5333333333333333,190
11,3,7.5,0.4,207
12,3,7.5,0.4,222
13,3,7.5,0.4,233
14,3,7.5,0.4,235
15,2,7.5,0.26666666666666666,240
16,2,7.5,0.26666666666666666,241
17,2,7.5,0.26666666666666666,246
18,2,7.5,0.26666666666666666,250
19,2,7.5,0.26666666666666666,255
20,2,7.5,0.26666666666666666,262
21,2,7.5,0.26666666666666666,267
22,2,7.5,0.26666666666666666,268
23,2,7.5,0.26666666666666666,269
24,2,7.5,0.26666666666666666,269
1,5,7.5,0.6666666666666666,10
2,5,7.5,0.6666666666666666,38
3,5,7.5,0.6666666666666666,71
4,5,7.5,0.6666666666666666,106
5,5,7.5,0.6666666666666666,138
6,5,7.5,0.6666666666666666,167
7,5,7.5,0.6666666666666666,190
8,5,7.5,0.6666666666666666,217
9,3,7.5,0.4,239
10,3,7.5,0.4,258
11,3,7.5,0.4,271
12,3,7.5,0.4,274
13,3,7.5,0.4,279
14,2,7.5,0.26666666666666666,281
15,2,7.5,0.26666666666666666,283
16,2,7.5,0.26666666666666666,287
17,2,7.5,0.26666666666666666,293
18,2,7.5,0.26666666666666666,294
19,2,7.5,0.26666666666666666,299
20,2,7.5,0.26666666666666666,302
21,2,7.5,0.26666666666666666,304
22,2,7.5,0.26666666666666666,304
1,5,7.5,0.6666666666666666,5
2,5,7.5,0.6666666666666666,19
3,5,7.5,0.6666666666666666,33
4,5,7.5,0.6666666666666666,53
5,5,7.5,0.6666666666666666,71
6,4,7.5,0.5333333333333333,85
7,4,7.5,0.5333333333333333,101
8,4,7.5,0.5333333333333333,123
9,3,7.5,0.4,140
10,3,7.5,0.4,157
11,3,7.5,0.4,171
12,3,7.5,0.4,182
13,3,7.5,0.4,190
14,3,7.5,0.4,201
15,3,7.5,0.4,215
16,3,7.5,0.4,224
17,3,7.5,0.4,226
18,3,7.5,0.4,227
19,2,7.5,0.26666666666666666,234
20,2,7.5,0.26666666666666666,237
21,2,7.5,0.26666666666666666,239
22,2,7.5,0.26666666666666666,240
23,1,7.5,0.13333333333333333,241
24,1,7.5,0.13333333333333333,241
25,1,7.5,0.13333333333333333,241
1,5,7.5,0.6666666666666666,9
2,5,7.5,0.6666666666666666,27
3,4,7.5,0.5333333333333333,48
4,4,7.5,0.5333333333333333,62
5,4,7.5,0.5333333333333333,71
6,4,7.5,0.5333333333333333,77
7,4,7.5,0.5333333333333333,89
8,3,7.5,0.4,100
9,3,7.5,0.4,109
10,3,7.5,0.4,115
11,3,7.5,0.4,121
12,1,7.5,0.13333333333333333,126
1,5,7.5,0.6666666666666666,7
2,5,7.5,0.6666666666666666,23
3,5,7.5,0.6666666666666666,58
4,5,7.5,0.6666666666666666,87
5,4,7.5,0.5333333333333333,109
6,4,7.5,0.5333333333333333,137
7,4,7.5,0.5333333333333333,163
8,4,7.5,0.5333333333333333,199
9,4,7.5,0.5333333333333333,226
10,4,7.5,0.5333333333333333,258
11,3,7.5,0.4,283
12,3,7.5,0.4,300
13,3,7.5,0.4,314
14,3,7.5,0.4,325
15,3,7.5,0.4,326
16,2,7.5,0.26666666666666666,331
17,2,7.5,0.26666666666666666,332
18,2,7.5,0.26666666666666666,335
19,1,7.5,0.13333333333333333,335
1,5,7.5,0.6666666666666666,9
2,5,7.5,0.6666666666666666,35
3,5,7.5,0.6666666666666666,70
4,5,7.5,0.6666666666666666,104
5,5,7.5,0.6666666666666666,133
6,5,7.5,0.6666666666666666,158
7,5,7.5,0.6666666666666666,181
8,5,7.5,0.6666666666666666,201
9,3,7.5,0.4,219
10,3,7.5,0.4,235
11,3,7.5,0.4,247
12,3,7.5,0.4,250
13,3,7.5,0.4,255
14,2,7.5,0.26666666666666666,258
15,2,7.5,0.26666666666666666,260
16,2,7.5,0.26666666666666666,264
17,2,7.5,0.26666666666666666,269
18,2,7.5,0.26666666666666666,271
19,2,7.5,0.26666666666666666,275
20,2,7.5,0.26666666666666666,277
21,2,7.5,0.26666666666666666,278
22,2,7.5,0.26666666666666666,278
1,5,7.5,0.6666666666666666,7
2,5,7.5,0.6666666666666666,25
3,5,7.5,0.6666666666666666,43
4,5,7.5,0.6666666666666666,64
5,5,7.5,0.6666666666666666,90
6,5,7.5,0.6666666666666666,115
7,4,7.5,0.5333333333333333,135
8,4,7.5,0.5333333333333333,165
9,4,7.5,0.5333333333333333,185
10,4,7.5,0.5333333333333333,199
11,3,7.5,0.4,212
12,3,7.5,0.4,229
13,3,7.5,0.4,240
14,3,7.5,0.4,240
15,2,7.5,0.26666666666666666,246
16,2,7.5,0.26666666666666666,247
17,2,7.5,0.26666666666666666,252
18,2,7.5,0.26666666666666666,254
19,2,7.5,0.26666666666666666,261
20,2,7.5,0.26666666666666666,267
21,2,7.5,0.26666666666666666,270
22,2,7.5,0.26666666666666666,271
23,2,7.5,0.26666666666666666,271
24,2,7.5,0.26666666666666666,271
1,5,7.5,0.6666666666666666,3
2,5,7.5,0.6666666666666666,16
3,5,7.5,0.6666666666666666,30
4,5,7.5,0.6666666666666666,49
5,5,7.5,0.6666666666666666,67
6,4,7.5,0.5333333333333333,79
7,4,7.5,0.5333333333333333,93
8,4,7.5,0.5333333333333333,113
9,3,7.5,0.4,131
10,3,7.5,0.4,147
11,3,7.5,0.4,161
12,3,7.5,0.4,173
13,3,7.5,0.4,180
14,3,7.5,0.4,190
15,3,7.5,0.4,201
16,3,7.5,0.4,210
17,3,7.5,0.4,214
18,3,7.5,0.4,215
19,2,7.5,0.26666666666666666,221
20,2,7.5,0.26666666666666666,222
21,2,7.5,0.26666666666666666,224
22,2,7.5,0.26666666666666666,226
23,1,7.5,0.13333333333333333,227
24,1,7.5,0.13333333333333333,228
25,1,7.5,0.13333333333333333,228
1,10,15.0,0.6666666666666666,11
2,10,15.0,0.6666666666666666,67
3,10,15.0,0.6666666666666666,117
4,10,15.0,0.6666666666666666,157
5,10,15.0,0.6666666666666666,192
6,9,15.0,0.6,220
7,9,15.0,0.6,244
8,8,15.0,0.5333333333333333,265
9,7,15.0,0.4666666666666667,287
10,7,15.0,0.4666666666666667,299
11,7,15.0,0.4666666666666667,308
12,7,15.0,0.4666666666666667,317
13,6,15.0,0.4,318
14,6,15.0,0.4,318
15,4,15.0,0.26666666666666666,325
16,4,15.0,0.26666666666666666,329
17,4,15.0,0.26666666666666666,333
18,3,15.0,0.2,333
19,2,15.0,0.13333333333333333,333
20,1,15.0,0.06666666666666667,333
1,10,15.0,0.6666666666666666,11
2,10,15.0,0.6666666666666666,61
3,9,15.0,0.6,116
4,9,15.0,0.6,176
5,9,15.0,0.6,233
6,9,15.0,0.6,270
7,8,15.0,0.5333333333333333,313
8,7,15.0,0.4666666666666667,370
9,7,15.0,0.4666666666666667,397
10,6,15.0,0.4,436
11,6,15.0,0.4,462
12,6,15.0,0.4,480
13,6,15.0,0.4,498
14,4,15.0,0.26666666666666666,503
15,4,15.0,0.26666666666666666,513
16,3,15.0,0.2,525
17,3,15.0,0.2,533
18,3,15.0,0.2,548
19,2,15.0,0.13333333333333333,555
1,10,15.0,0.6666666666666666,18
2,10,15.0,0.6666666666666666,76
3,10,15.0,0.6666666666666666,143
4,10,15.0,0.6666666666666666,222
5,8,15.0,0.5333333333333333,278
6,8,15.0,0.5333333333333333,322
7,8,15.0,0.5333333333333333,356
8,8,15.0,0.5333333333333333,376
9,7,15.0,0.4666666666666667,391
10,7,15.0,0.4666666666666667,402
11,5,15.0,0.3333333333333333,426
12,4,15.0,0.26666666666666666,439
13,4,15.0,0.26666666666666666,448
14,4,15.0,0.26666666666666666,460
15,4,15.0,0.26666666666666666,483
16,3,15.0,0.2,495
17,3,15.0,0.2,506
18,2,15.0,0.13333333333333333,509
19,2,15.0,0.13333333333333333,515
1,10,15.0,0.6666666666666666,11
2,10,15.0,0.6666666666666666,59
3,10,15.0,0.6666666666666666,94
4,10,15.0,0.6666666666666666,155
5,10,15.0,0.6666666666666666,205
6,9,15.0,0.6,252
7,8,15.0,0.5333333333333333,297
8,7,15.0,0.4666666666666667,332
9,7,15.0,0.4666666666666667,376
10,7,15.0,0.4666666666666667,406
11,6,15.0,0.4,421
12,6,15.0,0.4,435
13,6,15.0,0.4,440
14,6,15.0,0.4,445
15,5,15.0,0.3333333333333333,455
16,4,15.0,0.26666666666666666,460
17,2,15.0,0.13333333333333333,466
18,2,15.0,0.13333333333333333,471
19,2,15.0,0.13333333333333333,477
1,10,15.0,0.6666666666666666,10
2,8,15.0,0.5333333333333333,38
3,8,15.0,0.5333333333333333,90
4,7,15.0,0.4666666666666667,141
5,6,15.0,0.4,190
6,6,15.0,0.4,235
7,6,15.0,0.4,266
8,6,15.0,0.4,305
9,6,15.0,0.4,336
10,5,15.0,0.3333333333333333,367
11,5,15.0,0.3333333333333333,392
12,5,15.0,0.3333333333333333,402
13,5,15.0,0.3333333333333333,418
14,5,15.0,0.3333333333333333,433
15,4,15.0,0.26666666666666666,439
16,2,15.0,0.13333333333333333,450
17,2,15.0,0.13333333333333333,458
18,1,15.0,0.06666666666666667,462
19,1,15.0,0.06666666666666667,463
1,10,15.0,0.6666666666666666,15
2,9,15.0,0.6,55
3,8,15.0,0.5333333333333333,115
4,8,15.0,0.5333333333333333,165
5,8,15.0,0.5333333333333333,218
6,8,15.0,0.5333333333333333,251
7,8,15.0,0.5333333333333333,285
8,7,15.0,0.4666666666666667,319
9,7,15.0,0.4666666666666667,353
10,7,15.0,0.4666666666666667,378
11,6,15.0,0.4,405
12,5,15.0,0.3333333333333333,428
13,5,15.0,0.3333333333333333,442
14,5,15.0,0.3333333333333333,457
15,4,15.0,0.26666666666666666,469
16,4,15.0,0.26666666666666666,473
17,3,15.0,0.2,478
18,3,15.0,0.2,481
19,3,15.0,0.2,486
20,1,15.0,0.06666666666666667,487
1,10,15.0,0.6666666666666666,13
2,10,15.0,0.6666666666666666,70
3,10,15.0,0.6666666666666666,120
4,10,15.0,0.6666666666666666,157
5,10,15.0,0.6666666666666666,189
6,9,15.0,0.6,217
7,9,15.0,0.6,237
8,8,15.0,0.5333333333333333,262
9,7,15.0,0.4666666666666667,282
10,7,15.0,0.4666666666666667,293
11,7,15.0,0.4666666666666667,302
12,7,15.0,0.4666666666666667,311
13,6,15.0,0.4,315
14,6,15.0,0.4,315
15,4,15.0,0.26666666666666666,321
16,4,15.0,0.26666666666666666,325
17,4,15.0,0.26666666666666666,328
18,3,15.0,0.2,328
19,2,15.0,0.13333333333333333,329
20,1,15.0,0.06666666666666667,329
1,10,15.0,0.6666666666666666,15
2,10,15.0,0.6666666666666666,69
3,10,15.0,0.6666666666666666,140
4,10,15.0,0.6666666666666666,220
5,8,15.0,0.5333333333333333,271
6,8,15.0,0.5333333333333333,311
7,8,15.0,0.5333333333333333,343
8,8,15.0,0.5333333333333333,361
9,7,15.0,0.4666666666666667,377
10,7,15.0,0.4666666666666667,388
11,5,15.0,0.3333333333333333,414
12,4,15.0,0.26666666666666666,427
13,4,15.0,0.26666666666666666,437
14,4,15.0,0.26666666666666666,450
15,4,15.0,0.26666666666666666,473
16,3,15.0,0.2,484
17,3,15.0,0.2,495
18,2,15.0,0.13333333333333333,497
19,2,15.0,0.13333333333333333,501
1,10,15.0,0.6666666666666666,10
2,10,15.0,0.6666666666666666,60
3,9,15.0,0.6,117
4,9,15.0,0.6,177
5,9,15.0,0.6,229
6,9,15.0,0.6,271
7,8,15.0,0.5333333333333333,330
8,7,15.0,0.4666666666666667,385
9,7,15.0,0.4666666666666667,419
10,6,15.0,0.4,458
11,6,15.0,0.4,487
12,6,15.0,0.4,504
13,6,15.0,0.4,525
14,4,15.0,0.26666666666666666,529
15,4,15.0,0.26666666666666666,538
16,3,15.0,0.2,549
17,3,15.0,0.2,557
18,3,15.0,0.2,572
19,2,15.0,0.13333333333333333,576
1,10,15.0,0.6666666666666666,10
2,10,15.0,0.6666666666666666,59
3,10,15.0,0.6666666666666666,92
4,10,15.0,0.6666666666666666,153
5,10,15.0,0.6666666666666666,201
6,9,15.0,0.6,248
7,8,15.0,0.5333333333333333,297
8,7,15.0,0.4666666666666667,335
9,7,15.0,0.4666666666666667,376
10,7,15.0,0.4666666666666667,407
11,6,15.0,0.4,420
12,6,15.0,0.4,433
13,6,15.0,0.4,438
14,6,15.0,0.4,442
15,5,15.0,0.3333333333333333,455
16,4,15.0,0.26666666666666666,460
17,2,15.0,0.13333333333333333,468
18,2,15.0,0.13333333333333333,472
19,2,15.0,0.13333333333333333,478
1,10,15.0,0.6666666666666666,10
2,8,15.0,0.5333333333333333,41
3,8,15.0,0.5333333333333333,98
4,7,15.0,0.4666666666666667,152
5,6,15.0,0.4,202
6,6,15.0,0.4,241
7,6,15.0,0.4,270
8,6,15.0,0.4,309
9,6,15.0,0.4,334
10,5,15.0,0.3333333333333333,365
11,5,15.0,0.3333333333333333,389
12,5,15.0,0.3333333333333333,401
13,5,15.0,0.3333333333333333,418
14,5,15.0,0.3333333333333333,433
15,4,15.0,0.26666666666666666,437
16,2,15.0,0.13333333333333333,448
17,2,15.0,0.13333333333333333,456
18,1,15.0,0.06666666666666667,460
19,1,15.0,0.06666666666666667,460
1,10,15.0,0.6666666666666666,12
2,9,15.0,0.6,52
3,8,15.0,0.5333333333333333,106
4,8,15.0,0.5333333333333333,160
5,8,15.0,0.5333333333333333,206
6,8,15.0,0.5333333333333333,244
7,8,15.0,0.5333333333333333,277
8,7,15.0,0.4666666666666667,308
9,7,15.0,0.4666666666666667,340
10,7,15.0,0.4666666666666667,365
11,6,15.0,0.4,389
12,5,15.0,0.3333333333333333,412
13,5,15.0,0.3333333333333333,427
14,5,15.0,0.3333333333333333,443
15,4,15.0,0.26666666666666666,456
16,4,15.0,0.26666666666666666,459
17,3,15.0,0.2,466
18,3,15.0,0.2,468
19,3,15.0,0.2,474
20,1,15.0,0.06666666666666667,476
1,10,15.0,0.6666666666666666,12
2,10,15.0,0.6666666666666666,73
3,10,15.0,0.6666666666666666,123
4,10,15.0,0.6666666666666666,159
5,10,15.0,0.6666666666666666,189
6,9,15.0,0.6,210
7,9,15.0,0.6,229
8,8,15.0,0.5333333333333333,250
9,7,15.0,0.4666666666666667,270
10,7,15.0,0.4666666666666667,281
11,7,15.0,0.4666666666666667,287
12,7,15.0,0.4666666666666667,294
13,6,15.0,0.4,296
14,6,15.0,0.4,296
15,4,15.0,0.26666666666666666,301
16,4,15.0,0.26666666666666666,305
17,4,15.0,0.26666666666666666,309
18,3,15.0,0.2,310
19,2,15.0,0.13333333333333333,310
20,1,15.0,0.06666666666666667,310
1,10,15.0,0.6666666666666666,19
2,10,15.0,0.6666666666666666,71
3,10,15.0,0.6666666666666666,135
4,10,15.0,0.6666666666666666,214
5,8,15.0,0.5333333333333333,264
6,8,15.0,0.5333333333333333,304
7,8,15.0,0.5333333333333333,337
8,8,15.0,0.5333333333333333,358
9,7,15.0,0.4666666666666667,373
10,7,15.0,0.4666666666666667,384
11,5,15.0,0.3333333333333333,405
12,4,15.0,0.26666666666666666,420
13,4,15.0,0.26666666666666666,428
14,4,15.0,0.26666666666666666,440
15,4,15.0,0.26666666666666666,460
16,3,15.0,0.2,471
17,3,15.0,0.2,482
18,2,15.0,0.13333333333333333,485
19,2,15.0,0.13333333333333333,491
1,10,15.0,0.6666666666666666,10
2,10,15.0,0.6666666666666666,57
3,9,15.0,0.6,118
4,9,15.0,0.6,177
5,9,15.0,0.6,228
6,9,15.0,0.6,265
7,8,15.0,0.5333333333333333,325
8,7,15.0,0.4666666666666667,373
9,7,15.0,0.4666666666666667,408
10,6,15.0,0.4,450
11,6,15.0,0.4,479
12,6,15.0,0.4,497
13,6,15.0,0.4,518
14,4,15.0,0.26666666666666666,523
15,4,15.0,0.26666666666666666,534
16,3,15.0,0.2,544
17,3,15.0,0.2,550
18,3,15.0,0.2,564
19,2,15.0,0.13333333333333333,568
1,10,15.0,0.6666666666666666,7
2,8,15.0,0.5333333333333333,39
3,8,15.0,0.5333333333333333,94
4,7,15.0,0.4666666666666667,151
5,6,15.0,0.4,197
6,6,15.0,0.4,241
7,6,15.0,0.4,271
8,6,15.0,0.4,310
9,6,15.0,0.4,337
10,5,15.0,0.3333333333333333,369
11,5,15.0,0.3333333333333333,394
12,5,15.0,0.3333333333333333,407
13,5,15.0,0.3333333333333333,424
14,5,15.0,0.3333333333333333,440
15,4,15.0,0.26666666666666666,447
16,2,15.0,0.13333333333333333,458
17,2,15.0,0.13333333333333333,464
